country,happiness_score,gdp_per_capita,social_support,life_expectancy,freedom,corruption,clean_water_per_100_people,suicide_rate_per_100000_people,doctors_per_10000_people
Afghanistan,3.5946281750996913,7.650843461354572,0.5082453613479933,52.266666730244964,0.5180116767684618,0.8432827889919281,37.755,4.3,2.3225
Albania,5.019426529224101,9.384396993196928,0.7163159388762254,67.54615372877855,0.662829917210799,0.8693603781553415,84.06166666666667,5.193333333333333,13.092727272727272
Algeria,5.389716863632202,9.328896522521973,0.803581850869315,65.28999996185303,0.5190091828505198,0.6908705929915109,86.30499999999998,2.8800000000000003,14.449999999999998
Angola,4.420298874378204,8.989725112915039,0.7379733622074127,53.55000019073486,0.4559566974639893,0.8670179843902588,24.31388888888888,5.2,1.1675
Argentina,6.310166136423748,10.033867772420248,0.9044230381647744,67.9,0.7682535092035929,0.8419969042142232,87.36555555555556,7.28,34.32714285714285
Armenia,4.5136237144470215,9.270408766610283,0.7186201087066105,65.74285670689174,0.5637907470975604,0.8464837329728263,94.86166666666664,4.239999999999998,20.32074074074074
Australia,7.282024247305733,10.755507332938055,0.9472526822771344,72.69285692487445,0.9216483065060208,0.4154223735843386,99.56611111111108,10.359999999999998,31.45533333333333
Austria,7.242226674006535,10.886957535376917,0.9296000187213604,72.1030772282527,0.9061962641202488,0.5701892513495225,100.0,13.993333333333334,41.78535714285713
Azerbaijan,4.940988540649414,9.519592353275844,0.7706493139266968,63.942857469831196,0.6621065331356866,0.6983297382082257,69.97277777777776,2.2466666666666666,36.266
Bahrain,6.001723462885076,10.730847705494273,0.8800928890705109,67.59454553777522,0.8614672362804413,0.553173017501831,99.96944444444449,4.633333333333334,9.936875
Bangladesh,4.754564539591471,8.128453159332276,0.6071047723293305,62.04000040690104,0.7507632374763489,0.7426658272743225,95.51333333333334,5.1000000000000005,3.8929411764705892
Belarus,5.571155479976108,9.760054588317873,0.9065505777086529,63.750000272478374,0.6620024229798999,0.6711719674723489,97.56000000000002,31.53333333333333,35.24192307692307
Belgium,6.98152038029262,10.798703670501707,0.9200178044182914,71.22857230050224,0.8535213725907462,0.6190783126013619,100.0,17.14666666666666,29.088421052631574
Belize,6.203145503997803,8.887803077697754,0.8145995736122131,61.90999984741211,0.7894375026226044,0.7755449116230011,90.67277777777777,4.033333333333333,9.23
Benin,4.048054834206899,7.985996325810749,0.4771673480669658,52.93333307902017,0.7414123465617498,0.7844275385141373,55.406111111111095,7.7799999999999985,0.8662500000000001
Bhutan,5.19659948348999,9.16957155863444,0.8489551146825155,59.90000025431314,0.8248418370882671,0.6955741246541342,88.36277777777778,9.386666666666667,3.136
Bosnia and Herzegovina,5.190686262570893,9.430823546189528,0.7829573933894818,67.1015384380634,0.497542897096047,0.9442002910834092,95.94,7.4333333333333345,17.023333333333333
Botswana,3.9964269399642944,9.678781429926556,0.8261005332072576,54.99833361307779,0.8212299098571142,0.7821571032206217,61.695,9.08,3.5312499999999987
Brazil,6.620837720235188,9.5839111328125,0.8944292823473613,65.21733322143555,0.7954445560773213,0.7228384772936504,81.45888888888891,4.513333333333333,15.2425
Bulgaria,4.574171046415965,9.879725933074953,0.8876423140366873,66.2333329518636,0.6653781334559122,0.941952019929886,98.86277777777781,11.253333333333332,35.79319999999999
Burkina Faso,4.168298336175772,7.5275882574228135,0.7392488167836115,51.01230826744666,0.6525202897878793,0.7623848043955289,43.499444444444435,6.226666666666668,0.5236363636363637
Burundi,3.5481241703033453,6.722510433197021,0.4176519453525544,50.91600036621094,0.451014369726181,0.7322702527046203,52.188888888888904,6.706666666666666,0.55
Cambodia,4.250843731562297,8.076307741800944,0.7190520644187928,59.380000050862634,0.9376805850437708,0.8539057927472251,59.96222222222222,4.473333333333333,2.202
Cameroon,4.622351821263631,8.101014518737793,0.7145261446634928,49.78000005086264,0.7341659307479859,0.8788368026415507,38.76833333333333,9.833333333333336,0.9166666666666666
Canada,7.3763193448384605,10.748257064819336,0.9354703639234816,72.69466603597006,0.9280003786087035,0.41774590611457824,98.45166666666668,10.366666666666667,23.11
Central African Republic,3.5149543285369877,6.960998249053955,0.40255900025367736,43.35600128173828,0.6804297089576721,0.8421291232109069,37.74705882352941,7.06,0.61
Chad,4.04523583820888,7.420066254479544,0.6670158122267041,45.91428593226841,0.4995394008500235,0.8704877580915179,30.655,6.813333333333333,0.3675
Chile,6.356697146097819,10.000478680928547,0.8491147677103679,69.33333333333333,0.7282878239949544,0.7707840760548911,87.78499999999998,8.96,15.05
Colombia,6.2484835942586265,9.469403584798178,0.8874214251836141,66.50666656494141,0.8143896579742431,0.8476582090059916,78.77833333333334,5.993333333333332,15.19173913043478
Comoros,3.943963408470154,7.991247892379762,0.6741893788178762,55.68666712443034,0.5281132012605667,0.7529676655928293,83.13666666666668,4.98,2.03
Costa Rica,7.17935585975647,9.742162772587367,0.9056039324828556,70.38571439470563,0.9105780933584484,0.7939345538616179,93.64611111111113,6.346666666666668,20.960000000000004
Croatia,5.62803473839393,10.134357085594763,0.8180852119739239,68.8200002817007,0.6406451096901526,0.9278232959600596,98.98944444444444,15.766666666666667,27.24666666666667
Cyprus,6.104853189908542,10.51215879122416,0.8014597571813143,72.96923123873195,0.7461898877070501,0.8435184634648837,99.77388888888888,3.08,19.839230769230767
Denmark,7.6803047180175765,10.879286893208821,0.9572085420290628,71.16933288574221,0.9451308210690816,0.20040445625782013,100.0,11.393333333333334,31.951481481481487
Djibouti,4.822564959526061,7.932429432868957,0.7413259545962015,54.00999927520752,0.7332356274127959,0.5815402120351791,50.88944444444446,4.6466666666666665,1.8720000000000003
Dominican Republic,5.216168975830078,9.563392384847004,0.8739671230316162,64.49999974568685,0.8615679860115051,0.7509233355522156,84.99611111111112,7.006666666666666,14.916666666666664
Ecuador,5.740528742472332,9.302905146280924,0.8295739412307739,67.406667582194,0.7742975473403929,0.7698943535486857,78.66000000000003,6.6466666666666665,14.630526315789476
Egypt,4.5300865173339835,9.2488063176473,0.7299713730812073,60.682666524251296,0.6249543896743229,0.8271353774600558,97.755,2.806666666666666,7.6016666666666675
El Salvador,5.951986408233642,8.9687868754069,0.7792573610941569,64.81999994913737,0.7451414386431376,0.7439403414726258,73.1566666666667,9.813333333333334,15.468
Estonia,5.6330313341958185,10.343602452959333,0.9153605231216976,67.32857131958008,0.7798717277390617,0.6660193247454507,98.39666666666666,17.733333333333334,32.97793103448276
Ethiopia,4.399110953013103,7.5262098842197,0.6989925834867691,57.433333502875435,0.7448075347476535,0.7242774590849876,21.434999999999995,6.086666666666668,0.407
Finland,7.597215945904073,10.749942559462328,0.9489711339657124,71.18000030517578,0.9397027079875652,0.2489316979279885,100.0,15.753333333333332,30.958260869565216
France,6.6697208722432455,10.676211802164714,0.9242407798767088,72.78933308919271,0.8330567042032878,0.6334552764892578,100.0,16.400000000000002,33.01655172413793
Gabon,4.435375822914971,9.624714003668892,0.7601793077256944,58.000000423855255,0.6783366203308105,0.8270902434984843,47.24444444444444,5.386666666666668,2.9975000000000005
Gambia,4.734555085500081,7.668822606404621,0.6918905377388,55.0,0.7358832955360413,0.6869310736656189,65.36944444444444,4.54,1.0571428571428574
Georgia,4.2819968064626055,9.340905443827312,0.5794232606887817,64.81333363850912,0.6555956363677978,0.5345234970251719,91.29388888888887,5.3,43.55043478260869
Germany,6.843210474650066,10.811081949869793,0.9242655078570048,71.3106674194336,0.8619931300481161,0.5839783052603403,100.0,11.233333333333333,34.80592592592593
Ghana,4.819116020202637,8.366979598999022,0.6895084698994954,55.21999994913736,0.8028769493103027,0.8614585598309835,60.94666666666665,3.673333333333333,1.0433333333333332
Greece,5.549909217017038,10.33336693899972,0.8101527478013721,71.75714329310826,0.5090618090970176,0.8897787162235805,99.51333333333334,3.0266666666666664,41.62678571428571
Guatemala,6.253190108707972,8.955290930611747,0.8260675285543714,62.97142846243722,0.7908823362418583,0.7956078095095498,84.40388888888889,2.4866666666666664,7.113333333333332
Guinea,4.112397988637288,7.694665696885852,0.6132478581534492,52.07777786254883,0.7079688509305319,0.7674859099917941,51.649444444444434,5.226666666666668,0.9520000000000001
Guyana,5.992826461791992,8.773288726806639,0.8487651944160461,57.2599983215332,0.6940056681632996,0.8355690836906433,91.1616666666667,20.786666666666672,5.4849999999999985
Haiti,3.9541936354203657,7.446694113991477,0.6161958521062677,47.04909064553001,0.4617644792253321,0.7520326430147345,41.6111111111111,8.046666666666667,1.7375
Honduras,5.392693689891269,8.547291891915457,0.8105395478861672,66.02142878941127,0.7284667406763349,0.8364125277314868,82.43055555555551,2.0266666666666664,5.173333333333333
Hungary,5.306855610438755,10.204854828970774,0.9031557440757751,66.35714285714286,0.6154707840510777,0.9058640130928584,100.0,21.493333333333336,32.449655172413784
Iceland,7.446581482887268,10.860744714736938,0.9775783121585846,72.86499977111815,0.9315041974186896,0.7008515298366547,100.0,11.133333333333333,35.108000000000004
India,4.473223606745402,8.489231173197428,0.6067285696665446,58.320000203450526,0.7914749423662821,0.8284356911977132,82.35611111111109,13.673333333333336,6.7700000000000005
Indonesia,5.227678060531616,9.122843742370604,0.7936132550239563,60.99285697937012,0.7688461201531547,0.9313901151929584,74.02111111111111,2.9466666666666663,2.2214285714285706
Iraq,4.6768247683842965,9.209832270940144,0.7470325430234274,59.28999996185303,0.5214241661808707,0.8068216244379679,71.94555555555554,2.2,8.2
Ireland,7.067765065601893,11.064803940909247,0.9599797172205788,71.72285733904157,0.8925720666136059,0.4656768100602286,96.99888888888887,9.573333333333334,28.878620689655172
Israel,7.218411350250244,10.503859837849935,0.9034380316734314,72.54666697184244,0.7233204046885172,0.8375516057014465,100.0,5.513333333333333,38.774137931034474
Italy,6.285316371917725,10.647595024108886,0.8977678259213765,72.97466684977213,0.6424923857053121,0.9071231245994568,99.67222222222222,6.12,43.590344827586215
Jamaica,5.800125281016033,9.17468770345052,0.8822812338670095,66.46000035603839,0.8145608107248942,0.9025141696135204,86.33666666666667,1.666666666666667,5.75875
Japan,6.016268539428711,10.567892837524417,0.9029931982358296,74.29199981689453,0.8044896841049194,0.6968282222747803,98.69222222222223,18.79333333333333,20.540714285714284
Jordan,5.215887292226156,9.248571459452313,0.8315858999888103,65.52399978637695,0.7422786492567796,0.6955598443746567,98.03,2.433333333333334,21.015
Kazakhstan,5.806170399983723,10.02560380299886,0.898508882522583,61.85333353678386,0.8024237791697184,0.7976213733355204,81.85666666666665,26.63333333333333,37.306
Kenya,4.402907037734987,8.198026529947917,0.7795193672180176,56.71333363850911,0.7203225493431091,0.8635691245396931,43.45333333333334,2.9066666666666663,1.7122222222222219
Kuwait,6.273741765455768,10.974771066145463,0.8734112381935121,65.47272768887606,0.8158136129379272,0.5124538019299507,100.0,1.6733333333333331,22.291999999999998
Kyrgyzstan,5.169886938730875,8.41300271352132,0.8691291411717733,62.33333282470703,0.7818490823109945,0.9030402024586996,77.51777777777778,8.653333333333334,27.3884
Latvia,5.427161455154419,10.158720084599086,0.8752296864986421,65.40714291163853,0.6432186556713921,0.8621651998588017,96.91833333333334,21.95333333333333,33.911071428571425
Lebanon,4.981545891080584,9.718015193939207,0.7699016375201089,65.65428488595145,0.6244526782206127,0.9097382298537664,89.24555555555555,2.5266666666666664,22.933636363636364
Lesotho,4.003200232982636,7.896735429763794,0.7951004207134247,47.08500003814697,0.7051420807838441,0.8055899739265442,61.782777777777774,15.473333333333333,0.565
Liberia,4.047478834788005,7.2951620949639215,0.6835773388544718,53.386666191948784,0.7293171286582947,0.8522153033150567,56.406111111111116,5.093333333333333,0.264
Libya,5.5457390149434405,9.5254594484965,0.8454379638036092,62.35999933878581,0.7716112335522971,0.6989683657884598,91.80833333333332,4.0600000000000005,17.61
Lithuania,5.825900936126709,10.275257428487144,0.9228239734967548,65.40666681925455,0.6156107286612192,0.918326469262441,84.07944444444446,34.5,37.166296296296295
Luxembourg,7.047231414101341,11.607031735506926,0.9205163392153654,72.2490893277255,0.9077358300035652,0.3772377805276351,100.0,11.76,27.91000000000001
Madagascar,3.980634906075217,7.3657993403348065,0.6992494301362471,57.26000005548651,0.5159110218286515,0.8364034116268158,29.940555555555548,3.5,1.6576923076923076
Malawi,4.054782688617706,6.8838618596394845,0.5678949629267057,53.03833293914795,0.7906550168991089,0.7762852360804876,56.38888888888889,3.6466666666666665,0.226
Malaysia,5.795421004295349,10.009899457295736,0.8271752695242564,65.91666666666667,0.8213764131069183,0.8272241950035095,91.855,4.213333333333334,10.908571428571427
Mali,4.249398671663726,7.655094990363487,0.7790131798157325,49.41999992957482,0.6743582372482007,0.7998780149679917,52.80166666666666,4.013333333333334,1.04625
Malta,6.394213398297628,10.500685518438166,0.9274532546599706,71.98166465759276,0.8912467807531357,0.668536799294608,100.0,5.62,25.81444444444445
Mauritania,4.411453320429875,8.512371943547176,0.7826339877568759,55.46307666485127,0.5562349970524127,0.7315356914813702,36.975,3.006666666666667,1.5657142857142858
Mauritius,5.8638828822544635,9.937474387032646,0.8636873449598041,66.0,0.8580844742911202,0.8288926907948085,99.47888888888887,7.313333333333333,16.334615384615386
Mexico,6.697924168904621,9.834445699055989,0.8318343718846639,67.23600006103516,0.7789759596188863,0.7360793987909953,85.91500000000002,3.6266666666666665,20.943571428571428
Mongolia,5.058011018312895,9.197591854975773,0.9255580076804528,61.17692301823543,0.6946152609128219,0.9028623883540814,41.9988888888889,12.98,29.307
Montenegro,5.3118056150583115,9.806576435382551,0.8179878546641424,67.73076923076923,0.5795046847600204,0.7853098282447228,95.28166666666668,8.48,20.59
Morocco,5.019814538955688,8.850612449645999,0.6277755432658725,65.02999992370606,0.7262916743755341,0.8194220840930939,49.65166666666667,3.766666666666666,6.736666666666667
Mozambique,4.683460831642152,7.0072364807128915,0.75309868901968,49.827500343322754,0.7353983670473099,0.7352390438318253,24.296111111111113,5.253333333333333,0.5109090909090909
Myanmar,4.408711115519206,8.393379423353407,0.7573929760191176,58.360000186496315,0.8335077241063118,0.6398638354407417,58.25888888888889,5.946666666666667,5.315
Namibia,4.60363229115804,9.16456699371338,0.8113539020220438,55.23999977111816,0.7665697634220123,0.832686185836792,67.84333333333333,8.226666666666668,4.2725
Nepal,4.689407842499869,7.865771600178309,0.7865974136761257,60.128571646554136,0.6757630024637494,0.8534971645900181,83.3777777777778,9.500000000000002,5.902
Netherlands,7.466292313167028,10.88679211480277,0.9335189930030278,71.7071429661342,0.9075139888695308,0.4148878242288317,100.0,8.446666666666667,29.158
New Zealand,7.310304335185458,10.583124501364573,0.9528751202992032,72.42857142857143,0.9231261227812084,0.2661453166178295,100.0,10.346666666666666,30.370000000000005
Nicaragua,5.626681464059012,8.540314197540281,0.85323908499309,66.02142933436802,0.8101959015641894,0.7351045651095254,61.17722222222221,11.313333333333333,7.537333333333334
Niger,4.254193799836295,6.9852530275072375,0.6906289075102124,50.514285496303,0.745928691966193,0.6833054678780692,34.37944444444443,3.8,0.34
Nigeria,5.013547017024114,8.499345706059383,0.7555765647154588,47.5,0.6753968596458435,0.8944547634858352,45.16277777777778,7.873333333333332,3.6000000000000005
Norway,7.512566184997557,11.039174365997317,0.9503639936447144,72.6699996948242,0.954372787475586,0.3440843358635902,100.0,10.186666666666666,22.731578947368423
Pakistan,5.24240381377084,8.330371039254326,0.5662683120795658,56.7214287349156,0.516936502286366,0.7983659420694623,85.50388888888892,2.6,7.464166666666667
Panama,6.6837173870631625,10.115447316850934,0.9037901418549674,68.7999997820173,0.8141534328460693,0.8547813168593815,83.7222222222222,4.246666666666666,13.02875
Paraguay,5.559151796194223,9.2838197854849,0.9064245636646564,64.71538485013522,0.7686513203840989,0.8311149386259226,76.26444444444445,7.853333333333333,12.6
Peru,5.594209296362741,9.291306700025286,0.8029031200068337,66.79285703386579,0.7387925897325788,0.8818901096071515,63.46,3.846666666666666,12.402000000000001
Philippines,5.21523265838623,8.819485727945963,0.8155901034673055,61.1,0.8945933540662131,0.7820270697275797,84.56666666666666,2.353333333333333,11.653333333333334
Poland,5.929596832820348,10.182904720306396,0.91209557226726,68.05714307512555,0.8226090712206704,0.8443326013428825,95.91769230769228,14.033333333333333,22.555714285714284
Portugal,5.4413376588087825,10.369503314678486,0.8780886072378892,71.53538454495944,0.8269066764758184,0.9211908899820768,99.29888888888887,9.333333333333334,35.84750000000001
Qatar,6.568981838226319,11.507451057434082,0.8633251190185547,67.18799896240235,0.8980043331782023,0.1837981343269348,99.90388888888887,3.2,27.117500000000003
Romania,5.525715497823862,10.032855107234074,0.7820075016755325,65.85692302997296,0.7315235733985901,0.9531864294639,100.0,10.4,22.853529411764704
Rwanda,3.6544729868570958,7.451129714647928,0.6194211741288503,57.5866667429606,0.8680119017759959,0.1859552251795928,46.74111111111112,8.193333333333333,1.0185714285714285
Saudi Arabia,6.5381987889607736,10.743619855244956,0.8629816810290019,65.10133361816406,0.7212225326469967,0.4860665500164032,98.56555555555558,2.373333333333333,20.87090909090909
Senegal,4.441847545760019,7.969552516937256,0.7506346447127206,57.050000054495676,0.6825004475457328,0.8231011629104614,54.80944444444444,5.820000000000001,1.3033333333333337
Serbia,5.245245823493371,9.658727279076212,0.826675295829773,67.09230687068059,0.5719050100216498,0.8985968186305121,88.97611111111108,14.233333333333333,24.462857142857146
Sierra Leone,4.1120519042015085,7.355197310447693,0.6824186543623606,45.71333344777426,0.7052626609802246,0.8553931911786398,36.5311111111111,8.026666666666667,0.2325
Singapore,6.504267179048978,11.328985434312086,0.8809021757199214,75.35846123328575,0.8432055482497582,0.09775201013932626,100.0,8.626666666666667,16.922666666666668
Slovakia,6.0638935168584185,10.258296489715576,0.93012764553229,67.9083334604899,0.6708554526170095,0.9163203289111456,98.04166666666664,11.146666666666668,33.28473684210527
Slovenia,6.053629985222449,10.449497442979078,0.9289240195200994,70.04615372877855,0.914098308636592,0.8421374926200279,99.40000000000003,20.366666666666667,24.736315789473682
South Africa,4.873033157984415,9.43280512491862,0.8676055868466696,53.046666463216155,0.7447823802630107,0.8428837273802076,73.4338888888889,9.533333333333333,7.521818181818182
South Korea,5.874881331125895,10.510374832153321,0.7917647639910379,72.19333343505859,0.6333328127861023,0.7987228433291117,95.76222222222219,8.88,34.655
Spain,6.509775034586588,10.542272122701009,0.9399445176124572,73.31466623942056,0.7791545271873475,0.8005873282750448,100.0,6.4,32.32285714285714
Sri Lanka,4.308296808829675,9.227381559518667,0.8288437678263738,66.40769195556639,0.8129161687997671,0.8187735218268174,81.89444444444446,17.266666666666666,5.418076923076921
Sudan,4.37874116897583,8.199715614318848,0.8414266586303711,54.331999969482425,0.5485432922840119,0.7256220698356628,50.00285714285714,4.016666666666667,2.8633333333333333
Suriname,6.269286632537843,9.79708480834961,0.7972620725631714,62.2400016784668,0.8854884505271912,0.7512828707695007,81.50166666666667,20.12666666666666,9.275714285714283
Sweden,7.369527149200438,10.819608751932778,0.9278418699900308,72.1106674194336,0.9295643130938211,0.2628041431307793,100.0,12.599999999999998,35.31090909090909
Switzerland,7.54822793006897,11.095401000976562,0.9436095356941224,73.33399963378906,0.9248735308647156,0.30592966079711914,100.0,15.226666666666668,38.462105263157895
Syria,4.016979592187064,8.594584465026855,0.6717834004334041,61.25999995640346,0.5652024490492684,0.6961822765214103,92.6377777777778,1.3400000000000003,14.202142857142857
Tajikistan,4.93856512705485,7.8574800809224445,0.7656069874763489,62.83333358764649,0.7764158397912979,0.6787949383258821,59.3,2.1666666666666665,21.2472
Tanzania,3.697284046808879,7.700381183624268,0.7638012051582337,54.173333231608076,0.7141765038172404,0.7677187323570251,28.953888888888887,4.626666666666666,0.3225
Thailand,6.087402089436848,9.648426055908203,0.8899670561154683,66.06000061035157,0.8772857546806335,0.9093920667966208,95.83944444444442,11.633333333333333,3.661111111111111
Togo,3.5550598038567434,7.239262951744927,0.4561041129959954,52.837777879503044,0.6233632100952996,0.8031490643819174,39.01666666666668,7.6933333333333325,0.7187500000000001
Trinidad and Tobago,6.281389045715332,10.249792671203613,0.8814275145530701,62.54000015258789,0.8319405913352966,0.927044713497162,95.53888888888888,11.1,15.089999999999998
Tunisia,4.755836248397827,9.243537743886312,0.6919054280627858,66.06333287556966,0.6234758595625559,0.8363861590623856,78.58166666666666,2.833333333333333,8.828695652173913
Turkey,5.238659000396728,10.059481366475422,0.7999770879745484,65.17599995930989,0.5457978347937266,0.7679240942001343,94.59611111111109,6.133333333333335,14.356785714285715
Uganda,4.303985818227132,7.574064890543621,0.8101385593414306,52.33333333333334,0.730873970190684,0.8450681964556376,29.569999999999997,8.413333333333332,1.128
Ukraine,4.767398103078206,9.408832931518557,0.8741858720779419,62.9533332824707,0.5658331493536631,0.9326250036557516,94.00333333333334,25.18666666666667,31.899333333333335
United Arab Emirates,6.8005153582646285,11.05961249424861,0.8624664743741354,66.64615396352914,0.9160651912291844,0.2991170386473338,96.06722222222223,2.086666666666667,18.321578947368423
United Kingdom,6.917724927266439,10.688448333740237,0.9453686316808064,71.50799967447917,0.8514301339785258,0.4811744868755341,100.0,6.813333333333333,22.47310344827587
United States,7.090137418111166,10.956134351094565,0.9204817797456468,68.43999989827472,0.8433745185534159,0.6883572816848755,97.74777777777778,10.333333333333336,25.154375
Uruguay,6.261927350362142,9.838543446858724,0.9023436705271404,68.37999979654947,0.8640297492345174,0.5828736086686452,82.4222222222222,13.919999999999998,41.7725
Uzbekistan,5.791760701399583,8.585356932419996,0.9283809157518241,63.73230743408203,0.9323985847559842,0.5145938017151572,89.39666666666666,5.373333333333332,28.75833333333333
Yemen,3.912124077479045,8.10269899368286,0.7398030559221903,54.866666475931794,0.6224041680494944,0.8248315585984124,40.17166666666667,6.426666666666666,3.4840000000000004
Zambia,4.551818251609801,8.066937174115862,0.7377390946660723,51.707142693655825,0.7567132796560015,0.8288101511342185,36.503888888888895,5.419999999999999,2.103
Zimbabwe,3.8826893647511804,7.850428676605223,0.7994740684827168,50.23333333333333,0.5878489752610524,0.8441582838694255,55.077777777777776,9.946666666666667,1.2852941176470591
